center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_20_01_824.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_824.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_824.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_01_892.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_892.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_892.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_20_01_963.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_01_963.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_01_963.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_02_037.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_037.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_037.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_106.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_106.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_106.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_176.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_176.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_176.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_02_249.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_249.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_249.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_02_320.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_320.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_320.jpg,0,1,0,30.19034
D:\self driving car\IMG\center_2024_01_28_12_20_02_389.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_389.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_389.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_02_458.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_458.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_458.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_525.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_525.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_525.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_593.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_593.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_593.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_02_664.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_664.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_664.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_734.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_734.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_734.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_02_804.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_804.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_804.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_02_874.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_874.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_874.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_02_943.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_02_943.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_02_943.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_20_03_014.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_014.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_014.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_03_086.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_086.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_086.jpg,-0.2,1,0,30.17984
D:\self driving car\IMG\center_2024_01_28_12_20_03_157.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_157.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_157.jpg,0,1,0,30.18928
D:\self driving car\IMG\center_2024_01_28_12_20_03_225.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_225.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_225.jpg,0,1,0,30.19015
D:\self driving car\IMG\center_2024_01_28_12_20_03_296.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_296.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_296.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_03_367.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_367.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_367.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_20_03_434.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_434.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_434.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_03_505.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_505.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_505.jpg,-0.1,1,0,30.18785
D:\self driving car\IMG\center_2024_01_28_12_20_03_573.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_573.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_573.jpg,-0.25,1,0,30.17501
D:\self driving car\IMG\center_2024_01_28_12_20_03_640.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_640.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_640.jpg,0,1,0,30.19004
D:\self driving car\IMG\center_2024_01_28_12_20_03_710.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_710.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_710.jpg,0,1,0,30.1902
D:\self driving car\IMG\center_2024_01_28_12_20_03_779.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_779.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_779.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_03_848.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_848.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_848.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_03_918.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_918.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_918.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_03_987.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_03_987.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_03_987.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_04_056.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_056.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_056.jpg,-0.15,1,0,30.18435
D:\self driving car\IMG\center_2024_01_28_12_20_04_127.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_127.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_127.jpg,0,1,0,30.18997
D:\self driving car\IMG\center_2024_01_28_12_20_04_194.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_194.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_194.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_20_04_263.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_263.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_263.jpg,0,1,0,30.19034
D:\self driving car\IMG\center_2024_01_28_12_20_04_338.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_338.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_338.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_04_407.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_407.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_407.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_04_476.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_476.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_476.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_04_546.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_546.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_546.jpg,-0.05,1,0,30.18976
D:\self driving car\IMG\center_2024_01_28_12_20_04_616.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_616.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_616.jpg,0,1,0,30.18724
D:\self driving car\IMG\center_2024_01_28_12_20_04_685.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_685.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_685.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_04_759.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_759.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_759.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_04_827.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_827.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_827.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_04_895.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_895.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_895.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_04_963.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_04_963.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_04_963.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_20_05_032.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_032.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_032.jpg,0,1,0,30.19046
D:\self driving car\IMG\center_2024_01_28_12_20_05_100.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_100.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_100.jpg,-0.2,1,0,30.17991
D:\self driving car\IMG\center_2024_01_28_12_20_05_173.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_173.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_173.jpg,0,1,0,30.1846
D:\self driving car\IMG\center_2024_01_28_12_20_05_247.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_247.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_247.jpg,0,1,0,30.18982
D:\self driving car\IMG\center_2024_01_28_12_20_05_317.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_317.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_317.jpg,0,1,0,30.19019
D:\self driving car\IMG\center_2024_01_28_12_20_05_385.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_385.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_385.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_05_456.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_456.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_456.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_05_523.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_523.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_523.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_05_592.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_592.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_592.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_20_05_667.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_667.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_667.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_05_741.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_741.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_741.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_05_808.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_808.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_808.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_05_874.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_874.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_874.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_20_05_948.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_05_948.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_05_948.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_06_015.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_015.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_015.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_06_089.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_089.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_089.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_20_06_163.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_163.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_163.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_06_231.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_231.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_231.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_06_302.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_302.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_302.jpg,0,1,0,30.1902
D:\self driving car\IMG\center_2024_01_28_12_20_06_376.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_376.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_376.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_06_447.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_447.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_447.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_06_514.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_514.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_514.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_06_588.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_588.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_588.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_06_660.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_660.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_660.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_06_726.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_726.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_726.jpg,-0.15,1,0,30.18425
D:\self driving car\IMG\center_2024_01_28_12_20_06_799.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_799.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_799.jpg,0,1,0,30.18446
D:\self driving car\IMG\center_2024_01_28_12_20_06_871.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_871.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_871.jpg,0,1,0,30.18989
D:\self driving car\IMG\center_2024_01_28_12_20_06_944.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_06_944.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_06_944.jpg,0,1,0,30.19015
D:\self driving car\IMG\center_2024_01_28_12_20_07_017.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_017.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_017.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_07_088.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_088.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_088.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_07_160.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_160.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_160.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_07_232.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_232.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_232.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_07_305.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_305.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_305.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_07_376.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_376.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_376.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_07_449.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_449.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_449.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_20_07_524.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_524.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_524.jpg,-0.15,1,0,30.18422
D:\self driving car\IMG\center_2024_01_28_12_20_07_590.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_590.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_590.jpg,0,1,0,30.18579
D:\self driving car\IMG\center_2024_01_28_12_20_07_663.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_663.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_663.jpg,0,1,0,30.18996
D:\self driving car\IMG\center_2024_01_28_12_20_07_730.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_730.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_730.jpg,0,1,0,30.19023
D:\self driving car\IMG\center_2024_01_28_12_20_07_804.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_804.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_804.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_07_877.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_877.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_877.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_07_949.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_07_949.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_07_949.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_20_08_022.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_022.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_022.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_20_08_096.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_096.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_096.jpg,-0.1,1,0,30.18771
D:\self driving car\IMG\center_2024_01_28_12_20_08_164.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_164.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_164.jpg,-0.25,1,0,30.17479
D:\self driving car\IMG\center_2024_01_28_12_20_08_238.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_238.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_238.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_20_08_312.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_312.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_312.jpg,0,1,0,30.19021
D:\self driving car\IMG\center_2024_01_28_12_20_08_380.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_380.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_380.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_20_08_448.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_448.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_448.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_08_522.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_522.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_522.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_08_596.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_596.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_596.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_20_08_665.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_665.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_665.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_08_732.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_732.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_732.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_20_08_807.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_807.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_807.jpg,0,1,0,30.19014
D:\self driving car\IMG\center_2024_01_28_12_20_08_879.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_879.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_879.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_08_946.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_08_946.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_08_946.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_20_09_021.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_021.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_021.jpg,-0.05,1,0,30.1897
D:\self driving car\IMG\center_2024_01_28_12_20_09_089.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_089.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_089.jpg,-0.2,1,0,30.17978
D:\self driving car\IMG\center_2024_01_28_12_20_09_157.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_157.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_157.jpg,0,1,0,30.18928
D:\self driving car\IMG\center_2024_01_28_12_20_09_228.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_228.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_228.jpg,0,1,0,30.19015
D:\self driving car\IMG\center_2024_01_28_12_20_09_301.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_301.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_301.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_20_09_372.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_372.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_372.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_09_447.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_447.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_447.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_20_09_520.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_520.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_520.jpg,-0.2,1,0,30.18012
D:\self driving car\IMG\center_2024_01_28_12_20_09_595.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_595.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_595.jpg,0,1,0,30.18466
D:\self driving car\IMG\center_2024_01_28_12_20_09_662.jpg,D:\self driving car\IMG\left_2024_01_28_12_20_09_662.jpg,D:\self driving car\IMG\right_2024_01_28_12_20_09_662.jpg,0,1,0,30.18981
